term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),0.0765238946566098,0.025709123588084932,2.9765267724674724,0.002918544297632942,0.0765238946566098,0.026134012423963335,0.12691377688925626
profile1,-0.4115974798780781,0.08334801667805547,-4.93829962946733,7.939060217317647e-7,-0.07107890294100037,-0.2344410156299891,0.09228320974798836
profile3,-0.40099031346410535,0.0793617107646079,-5.052692407973276,4.3915186294677345e-7,-0.0721438479159813,-0.22769280101461278,0.08340510518265018
surveyyear2006,0.22392633314822716,0.021310859741143388,10.507616110668131,9.185472454663283e-26,0.09584483400635083,0.05407554891370979,0.13761411909899185
surveyyear2010,0.2785089730606695,0.0229398987226263,12.140810926334558,8.25792932131844e-34,0.10644782800287719,0.061485626506529646,0.15141002949922475
surveyyear2014,0.24584776151353047,0.022646529567012776,10.855869142600792,2.198529721984893e-27,0.09601913638649211,0.051631938435147066,0.14040633433783714
surveyyear2018,0.20033804597732488,0.021953877025398458,9.125406220757894,7.752847520735691e-20,0.08210779205282832,0.03907819308304735,0.1251373910226093
age,-0.08942764785787925,0.0068245772652106304,-13.103763703248102,4.406592705926717e-39,-0.08955163689458348,-0.10292780833439631,-0.07617546545477065
sex,-0.16223741126187224,0.013293323664144657,-12.204427979096469,3.807240713666526e-34,-0.08127717885678615,-0.10733209323850967,-0.05522226447506262
fas,0.08584776711318792,0.0067720444557487665,12.676787294317307,1.0724452053090345e-36,0.08589485790635289,0.0726216507730853,0.09916806503962047
profile1:surveyyear2006,0.11433055245711861,0.10907008484565107,1.0482301597079695,0.2945442254329327,0.01090328076695423,-0.20287408553052186,0.22468064706443033
profile3:surveyyear2006,0.20966348334796667,0.10677014862475416,1.9636900954857075,0.04957876025442427,0.01964319938151532,-0.18962629192300284,0.22891269068603348
profile1:surveyyear2010,-0.1463219695324839,0.12164696255388122,-1.202841126983942,0.22905089907081821,-0.011078388477682227,-0.2495064350832894,0.22734965812792496
profile3:surveyyear2010,0.010106949063595676,0.11321266965981677,0.089274010532259307,0.9288649701131271,8.40542330252345e-4,-0.2210562902029885,0.2227373748634932
profile1:surveyyear2014,0.30643333335062356,0.12341064596243127,2.4830380795827627,0.013034195408369318,0.02254546888464711,-0.21933939720171816,0.26443033497101237
profile3:surveyyear2014,0.029158388355045375,0.1218343810547405,0.23932807884454585,0.8108534491585964,0.0021088142055471605,-0.23668657266174423,0.24090420107283853
profile1:surveyyear2018,-0.09864084912792104,0.1369047365799067,-0.7205072051714418,0.4712205079660031,-0.006054896876060314,-0.27438818057267744,0.2622783868205568
profile3:surveyyear2018,0.17379809940531946,0.12296822133738226,1.4133578376195064,0.15756484629512643,0.01234820551240031,-0.22866950830886892,0.25336591933366953
