term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.08782967025393514,NA,0.01687943704468496,-5.203353051492387,2.0412072835688105e-7
profile2,0.5135478301305163,0.1336626532999724,0.056034971647376274,9.1647736231979,7.279524429355184e-20
profile3,0.38849150348179906,0.10789561415411233,0.05255622591373682,7.391921636828522,1.7061674507425805e-13
profile4,0.15911647312454058,0.04990282063559229,0.04660098329469302,3.414444543333509,6.44572880481402e-4
