term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.08472592175287166,NA,0.016816818606900173,-5.038165882226228,4.878724562065143e-7
profile2,0.6911822819500382,0.17960926098317653,0.05595480430300755,12.352510040194838,1.6384850635445715e-34
profile3,0.3468058113925249,0.09610600089961116,0.05251222986213954,6.604286511980065,4.4434233942535256e-11
profile4,0.048474866626273226,0.015173868572174686,0.04654781213514478,1.0413994643944495,0.29774447207555554
