term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),0.08702051721858156,NA,0.01689499862288996,5.1506673164615115,2.7030782948001183e-7
profile2,-0.5797478296437221,-0.15079743504587026,0.05613195950045078,-10.328302001270172,9.706518482110556e-25
profile3,-0.34726128653606814,-0.09630681517154789,0.05268867516442381,-6.590814543208408,4.8614105681040635e-11
profile4,-0.14072160894793817,-0.04414586654183718,0.04663944642004161,-3.017222967883859,0.0025648585775356557
