"Variable","LatentClass","Estimate","SE","PValue","Proportion"
"Physical Inactivity","1",0.187,0.014,0,97.8
"Sleep Problems","1",0.061,0.015,0,97.8
"Unhealthy Diet","1",-0.124,0.015,0,97.8
"Smoking","1",-0.161,0.003,0,97.8
"Alcohol","1",-0.463,0.01,0,97.8
"Physical Inactivity","2",0.09,0.098,0.36,2.2
"Sleep Problems","2",0.226,0.114,0.046,2.2
"Unhealthy Diet","2",0.422,0.121,0.001,2.2
"Smoking","2",5.167,0.138,0,2.2
"Alcohol","2",1.388,0.176,0,2.2
