y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
1,(Intercept),-2.391133365245293,0.2061551508980358,-11.598707841299325,4.183470116375862e-31,0.09152589280606759,0.0611028077194371,0.13709663052493432
1,age,1.323430980831064,0.08713489066805226,15.18830138747504,4.2273256452087104e-52,3.756287042553521,3.166562438129112,4.4558389805166305
1,sex,-0.5500950409616633,0.1301301903592999,-4.22726685823487,2.3654706533917724e-5,0.5768949791213258,0.44702077270795,0.7445019051784126
1,fas,-0.016814056732685278,0.06432773766731952,-0.26138112954697207,0.7937986077998136,0.9833265105809706,0.8668438497120606,1.1154615986864682
2,(Intercept),-2.6871370165439674,0.1849441385874534,-14.529452174410585,7.88484799461912e-48,0.06807555984282046,0.04737656754170538,0.09781801612862502
2,age,0.9906136454110012,0.06604545887876531,14.998966806020626,7.457108483374783e-51,2.692886442843365,2.3659143061023467,3.065046513031184
2,sex,0.010806878646883254,0.11175748378926066,0.0966993733257418,0.9229651375133059,1.0108654838828923,0.8120139253026017,1.258413180691447
2,fas,0.1769411985843416,0.05680680888205546,3.114788562612519,0.0018407680729623597,1.193560907992602,1.0677993551467668,1.3341342024806877
3,(Intercept),-3.059247327206365,0.20851492498621693,-14.67159881916647,9.800817487707877e-49,0.04692299959719222,0.03118130444798473,0.07061179543886602
3,age,1.6950203776262402,0.09552744263639901,17.743805663027175,1.9244834982695198e-70,5.446756956059401,4.516722363839274,6.568294207298584
3,sex,-0.1920795797297055,0.11897266410618842,-1.6144849841999493,0.10642227127508978,0.8252411934074011,0.6535959045934724,1.0419634249698344
3,fas,-0.15503301163427066,0.05980404399289479,-2.592349969722614,0.00953227479352424,0.8563869062856324,0.7616646303243053,0.9628890512418916
