term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),0.6826146924664386,0.04213224941929003,16.201714882896972,1.0135951186329183e-57,0.6826146924664386,0.6000354836046301,0.765193901328247
profile1,-0.27961588773372903,0.04326432923771748,-6.462965973593836,1.1142274050175921e-10,-0.08699205931809517,-0.17179014462402142,-0.002193974012168906
profile2,-0.12953856794207583,0.04927000431350746,-2.6291568216194086,0.008583259946412616,-0.03613180605422564,-0.13270101450870025,0.06043740240024899
profile3,-0.3278438537248302,0.044659113358864744,-7.341029166665125,2.424970347412521e-13,-0.09551879867318999,-0.1830506608565649,-0.007986936489815091
age,-0.05866867412862541,0.013811512207202468,-4.247809598867146,2.1939758097233925e-5,-0.058666941100386935,-0.08573750502650378,-0.03159637717427009
sex,-0.409976186620178,0.026005119265997308,-15.76521078125712,8.202035414575938e-55,-0.20496032082313395,-0.25593035458448865,-0.15399028706177922
fas,0.13583172823012782,0.012890345663352926,10.53747756480228,1.0132111160059134e-25,0.1358641522987881,0.11059907479861636,0.16112922979895983
