"Variable","LatentClass","Estimate","SE","PValue","Proportion"
"Physical Inactivity","1",0.06,0.024,0.011,96.9
"Sleep Problems","1",0.048,0.026,0.06,96.9
"Unhealthy Diet","1",-0.169,0.026,0,96.9
"Smoking","1",-0.151,0.007,0,96.9
"Alcohol","1",-0.564,0.012,0,96.9
"Physical Inactivity","2",0.265,0.157,0.09,3.1
"Sleep Problems","2",0.276,0.18,0.125,3.1
"Unhealthy Diet","2",0.376,0.143,0.008,3.1
"Smoking","2",5.315,0.176,0,3.1
"Alcohol","2",1.123,0.224,0,3.1
