term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),0.08327793203368072,NA,0.013824178373365355,6.024078233403723,1.7932391573055705e-9
profile1,-0.47593623819813935,-0.12498148406759024,0.046680842432482446,-10.195536614115674,3.1500994107207003e-24
profile2,-0.6368960975160058,-0.135997299397974,0.057308353647595206,-11.11349492662893,1.9375718809051015e-28
profile3,-0.1687904846187227,-0.051231253872562846,0.04042225093056777,-4.1756824702476285,3.0095743921345016e-5
