term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.041538566360939375,NA,0.01279563553341367,-3.246307403213254,0.001175030970127052
profile1,0.5098783164105907,0.0715168986057612,0.08747991314626598,5.828518777311503,5.859212536295911e-9
profile2,0.49027383619665027,0.09338396293237641,0.06443428192141444,7.60889733813748,3.154884520646867e-14
profile4,0.5329889230402978,0.08167513128140838,0.08007819614819224,6.655855759462309,3.045783549953276e-11
