term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.03965486027928355,NA,0.012794876455677225,-3.099276528120618,0.0019481950829430294
profile1,0.46356506157804117,0.06500624116921436,0.08748186639458091,5.298984585984517,1.202638765979935e-7
profile2,0.35575016078860827,0.06800986847881829,0.06418556192549768,5.542526233571645,3.0979809652909975e-8
profile4,0.7003408905805076,0.10729606298679845,0.08007995648552851,8.745520368846208,2.788907435931187e-18
