y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
2,(Intercept),-3.3802534385249556,0.2543098293812115,-13.29187096994958,2.580441680358476e-40,0.03403882689125304,0.020677674152553848,0.05603346525264738
2,age,1.3836063588687233,0.10076900553064255,13.730475472916982,6.669438652708504e-43,3.9892624287683827,3.2742836358923864,4.860365348662194
2,sex,0.10865394396923439,0.14525605135253486,0.7480166434204689,0.45445011866420015,1.1147765084501366,0.8385778005087917,1.4819455786192717
2,fas,-0.15683822610823528,0.0702045409785607,-2.2340182546899787,0.025481871967588245,0.8548423388043314,0.7449492926871277,0.9809465307048357
3,(Intercept),-1.787311756166917,0.14469186415582258,-12.352538040716047,4.719853076670542e-35,0.16740960313623623,0.12607128098192114,0.22230261328312434
3,age,-0.05763886893249551,0.046093314003104686,-1.250482205046336,0.21112345179584902,0.9439907902904344,0.8624468420527541,1.0332446809500302
3,sex,0.15467459960636074,0.08970921208708561,1.7241774396169,0.08467581556202486,1.1672780665572153,0.9790667508551094,1.391670265051408
3,fas,-0.04127663814989935,0.04451083365325591,-0.9273391388588387,0.3537504792596254,0.9595636413169056,0.8793978455826927,1.047037340792276
4,(Intercept),-3.1891295411908303,0.27232120981532,-11.710911329138122,1.1206852077020025e-31,0.04120772495927664,0.024164295872515604,0.07027213229294953
4,age,1.1013198560811137,0.10138496604551525,10.862753118511602,1.7344000375570255e-27,3.008133708552159,2.466019525593427,3.669422855178015
4,sex,-0.04691285379493367,0.16446577124040146,-0.2852438744008358,0.7754573090075993,0.9541705463093678,0.6912416778974312,1.31711015200014
4,fas,0.016687005801887478,0.08263946392683218,0.2019253878106218,0.8399750542701605,1.016827011558026,0.8647746350636629,1.1956145907978781
