y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
1,(Intercept),-4.246105334830823,0.34761340643935124,-12.215021791950504,2.5843222107789377e-34,0.014319896647474396,0.007245116585721412,0.02830312494880719
1,age,0.8328357849214575,0.11526639549254727,7.225312992244177,4.999490194758898e-13,2.2998313287536956,1.8347599394420038,2.882788111411226
1,sex,0.3265990098306373,0.2023016622684196,1.6144158489281042,0.10643725625890686,1.3862454949002594,0.9324756427175306,2.060832995627519
1,fas,0.08763906838175699,0.09987039429962485,0.8775280101411014,0.38019991178326634,1.091594060107193,0.8975316411790789,1.3276162503819273
3,(Intercept),-4.733536012829253,0.3602104534227501,-13.141028995274276,1.91603342489913e-39,0.008795315640301582,0.004341442983132464,0.017818402202467283
3,age,1.4416946454313369,0.1441878860194991,9.998722397777374,1.5437580050622152e-23,4.227854463850784,3.1870202483434915,5.608609916047353
3,sex,0.37966996257583713,0.19538193860381636,1.9432193440649028,0.05198966181692538,1.46180206042563,0.9967267317738144,2.143882767207183
3,fas,-0.15470156654651296,0.09288720307942794,-1.6654777129442415,0.09581748644358339,0.8566707985636923,0.7140798525560524,1.0277349997830212
4,(Intercept),-4.177201555664193,0.38807093188073216,-10.764015576791497,5.090264302599374e-27,0.015341379548019951,0.007170208235742492,0.032824419974747505
4,age,0.9370390077148011,0.1405300798902323,6.667889240842387,2.5950850223707447e-11,2.5524125443181154,1.9378905790768473,3.361804772019654
4,sex,0.027339983250943462,0.23185385946534004,0.11791903449004493,0.9061318111289476,1.0277171499917257,0.6524024966966202,1.618943130559891
4,fas,0.10333758283256114,0.11723103075091122,0.8814866010359456,0.37805450307009075,1.1088656799159036,0.8812312184858743,1.3953013355655066
