term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),0.484082480666793,0.045373443836195806,10.668850317255957,2.842266804267156e-26,0.484082480666793,0.3951505307478492,0.5730144305857368
profile1,-0.47579341676474124,0.057293644276660886,-8.30447116380342,1.2980356140324716e-16,-0.1235195555234604,-0.23581509830571573,-0.011224012741205061
profile2,-0.4274235923596832,0.04082134076631535,-10.470591713449585,2.240760596422065e-25,-0.15136716154567526,-0.23137698944765334,-0.07135733364369717
profile3,-0.23516046444162775,0.05273777973692286,-4.4590512838178284,8.42454952244895e-6,-0.06490841344043213,-0.16827446172480093,0.038457634843936675
age,-0.0033848626678012654,0.01491172833929259,-0.2269933163201552,0.820438828381268,-0.003375730178882053,-0.03260271772389553,0.025851257366131423
sex,-0.24609980478371002,0.028563389512155295,-8.615917402904197,9.350496683515839e-18,-0.12296675885944357,-0.17895100230326794,-0.0669825154156192
fas,0.051316401565927476,0.014260316697583349,3.598545716353123,3.2330309764957163e-4,0.05119106307012218,0.02324084234285882,0.07914128379738554
