term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),0.03915523098188603,0.025636148520231494,1.5273445209987595,0.12683444230528979,0.03915523098188603,-0.011091620117767695,0.08940208208153975
profile2,-0.2466512326371129,0.07658770879922917,-3.220506743238614,0.0013002985924431855,-0.07137999745466309,-0.22149190670115226,0.07873191179182609
profile3,-0.4767568417899761,0.1002027569951865,-4.757921399436928,2.096802842433138e-6,-0.10592690963179244,-0.302324313342358,0.09047049407877311
profile4,-0.5933755826648222,0.0669938231672476,-8.85716853602282,1.7785982578382337e-18,-0.19392467469960442,-0.32523256810740975,-0.06261678129179912
age,-0.06671755337130487,0.022821891198037757,-2.9234016056058185,0.0035014378695434082,-0.06553999575265292,-0.11027090250080693,-0.02080908900449891
fas,0.1277866148190769,0.021908599138961274,5.832714999647189,6.350324808730037e-9,0.12659438013361463,0.08365352582125053,0.16953523444597873
