y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
2,(Intercept),-3.4457273195635127,0.21427668461844898,-16.080738441978113,3.482035389052984e-58,0.03188156552166947,0.02094805197517841,0.04852165830583619
2,age,1.0688359757908044,0.0735327668621581,14.535506025421377,7.217818496666043e-48,2.911987901994065,2.521141443500992,3.363426341357694
2,sex,0.33856189133591613,0.1249093591327974,2.710460558651766,0.006718983908281837,1.4029285753905971,1.0982736604717007,1.7920930442802014
2,fas,-0.09205632534217285,0.0625071023572384,-1.4727338473643485,0.14082281608325012,0.9120537763572645,0.8068881291079151,1.0309261729841293
3,(Intercept),-2.6724152860604375,0.18577555487633968,-14.385182635246677,6.410864733100412e-47,0.0690851632074995,0.04800090694246484,0.0994306166157985
3,age,0.5025021473114248,0.05765157018073521,8.716191870162461,2.8771556176573627e-18,1.6528517796107784,1.4762499722874645,1.8505802246548944
3,sex,0.13890223723516715,0.11456993345080668,1.2123794878069656,0.22536714911854694,1.149011763945684,0.917911009752111,1.4382963268324997
3,fas,-0.09587130549705085,0.05736674967328988,-1.6711998857011905,0.09468220283899974,0.9085809379171396,0.811955182055471,1.0167055263525508
4,(Intercept),-4.388140320145,0.3121536962678573,-14.05762729261281,6.916655504115912e-45,0.012423812063458552,0.006738205978200747,0.022906854834579198
4,age,0.7797684764083487,0.09336872091738148,8.35149575518269,6.740386862557153e-17,2.1809672616666114,1.816235193096626,2.618943964163401
4,sex,0.5773852046597338,0.17997876155166648,3.2080741065327527,0.001336270615022294,1.781374406176061,1.2518554766364787,2.5348731017299326
4,fas,0.11213776290363783,0.08825072689101936,1.2706723995839324,0.203845218510135,1.1186669608388853,0.9409797476338921,1.329907229586197
