term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),-0.11001005093327028,0.016387733530832185,-6.712950923097165,2.2046641447901574e-11,-0.11001005093327028,-0.14213000865370135,-0.0778900932128392
profile2,-0.548599568785188,0.09918820164777836,-5.5308954056177875,3.4111005331840257e-8,-0.08664849655035274,-0.28105737177999834,0.10776037867929285
profile3,-0.7154369429119325,0.09162412879184462,-7.808390129823673,7.524261011400451e-15,-0.12313642733330685,-0.3027197197653223,0.05644686509870861
age,-0.29482668858442307,0.016354427227204867,-18.027331956572095,1.1954559786993554e-69,-0.2871671334737159,-0.31922181083903745,-0.2551124561083944
fas,0.09220195545256585,0.016297591156203696,5.657397744786908,1.6557442235448874e-8,0.08770117301519256,0.05575789434903332,0.11964445168135181
