term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),0.09292483065746988,NA,0.016208675680821745,5.733030414534076,1.051599045305995e-8
profile2,-0.28432757540198444,-0.07791639249228677,0.053670994478634174,-5.297602143652696,1.2298668594936036e-7
profile3,-0.6138249002194088,-0.1204400408481678,0.07483852167771832,-8.201991253418399,3.0621107355684455e-16
profile4,-0.7108205720634261,-0.17322786527420753,0.0603250024614347,-11.783183473848146,1.3949051938332862e-31
