Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07.10.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Latin America & Caribbean,LCN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49001E+12,5.6689E+12,5.83205E+12,6.1064E+12,6.42917E+12,6.48434E+12,6.73523E+12,7.10082E+12,7.31353E+12,7.3525E+12,7.61561E+12,7.6457E+12,7.68491E+12,7.87647E+12,8.29993E+12,8.62534E+12,9.06873E+12,9.54307E+12,9.89533E+12,9.67077E+12,1.0297E+13,1.07636E+13,1.10477E+13,1.13639E+13,1.15307E+13,1.15874E+13,1.15638E+13,1.17894E+13,1.19856E+13,1.20764E+13,1.12823E+13,1.21113E+13,1.2602E+13,1.2891E+13,1.3181E+13
Least developed countries: UN classification,LDC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88929E+11,1.00599E+12,1.01116E+12,1.01122E+12,1.0166E+12,1.07472E+12,1.13535E+12,1.19628E+12,1.24388E+12,1.29746E+12,1.35628E+12,1.42438E+12,1.50374E+12,1.58559E+12,1.6917E+12,1.82294E+12,1.95647E+12,2.10774E+12,2.25035E+12,2.3532E+12,2.50191E+12,2.62853E+12,2.75769E+12,2.91728E+12,3.09311E+12,3.25504E+12,3.41369E+12,3.59413E+12,3.77895E+12,3.98728E+12,3.99059E+12,4.09882E+12,4.30403E+12,4.44822E+12,4.62739E+12
Low income,LIC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98315E+11,5.09056E+11,5.13698E+11,5.14202E+11,5.19196E+11,5.45052E+11,5.76911E+11,6.15452E+11,6.45045E+11,6.53614E+11,6.6695E+11,6.89415E+11,7.29231E+11,7.76711E+11,8.23992E+11,8.77574E+11,9.29275E+11,9.87261E+11,1.03938E+12,1.08E+12,1.1488E+12,1.18167E+12,1.11679E+12,1.10412E+12,1.13559E+12,1.16907E+12,1.19757E+12,1.23064E+12,1.26837E+12,1.31159E+12,1.30202E+12,1.31096E+12,1.35547E+12,1.34995E+12,1.39168E+12
Liechtenstein,LIE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74593031180,78024301099,81457363522,87077973128,91954268850,97011832013,1.00698E+11,1.07148E+11,1.12183E+11,1.17007E+11,1.24028E+11,1.22111E+11,1.26952E+11,1.34493E+11,1.41817E+11,1.50669E+11,1.62222E+11,1.73248E+11,1.83557E+11,1.90053E+11,2.05287E+11,2.23084E+11,2.42341E+11,2.52161E+11,2.68243E+11,2.79525E+11,2.93652E+11,3.12624E+11,3.19845E+11,3.1914E+11,3.04382E+11,3.17188E+11,2.93878E+11,2.87031E+11,3.01407E+11
Lower middle income,LMC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96461E+12,5.06189E+12,5.26249E+12,5.40367E+12,5.63804E+12,5.95061E+12,6.33303E+12,6.59197E+12,6.90931E+12,7.31677E+12,7.63353E+12,7.97091E+12,8.31064E+12,8.81996E+12,9.44599E+12,1.00943E+13,1.08172E+13,1.15744E+13,1.20908E+13,1.28276E+13,1.37176E+13,1.43749E+13,1.51206E+13,1.59805E+13,1.69762E+13,1.8037E+13,1.91487E+13,2.02465E+13,2.14025E+13,2.23051E+13,2.1516E+13,2.30059E+13,2.44769E+13,2.60405E+13,2.7429E+13
Low & middle income,LMY,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78439E+13,1.81879E+13,1.8808E+13,1.95339E+13,2.02897E+13,2.11613E+13,2.24061E+13,2.35623E+13,2.42475E+13,2.51502E+13,2.64958E+13,2.74577E+13,2.87183E+13,3.03819E+13,3.2682E+13,3.49698E+13,3.77004E+13,4.08247E+13,4.30455E+13,4.45977E+13,4.80569E+13,5.09517E+13,5.35685E+13,5.6422E+13,5.9242E+13,6.2004E+13,6.50234E+13,6.84202E+13,7.18102E+13,7.46896E+13,7.34472E+13,7.86874E+13,8.19668E+13,8.60518E+13,8.98565E+13
Lesotho,LSO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573660196,2752956995,2944462730,3047806487,3230061460,3336360784,3523098100,3653579683,3709759166,3727418549,3871876398,4009776445,4038800653,4222960963,4294429264,4443279431,4631234382,4825186500,5091701800,5027864191,5292816082,5537154381,5887882377,5993424173,6095944685,6286386068,6513255915,6308858550,6215447498,6127312836,5627571726,5755132494,5892552409,6000187259,6165926723
Late-demographic dividend,LTE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22363E+13,1.21391E+13,1.18815E+13,1.21413E+13,1.23878E+13,1.29399E+13,1.34751E+13,1.41229E+13,1.4353E+13,1.50003E+13,1.60608E+13,1.68639E+13,1.78426E+13,1.90491E+13,2.05629E+13,2.20932E+13,2.40757E+13,2.6431E+13,2.81895E+13,2.88765E+13,3.10483E+13,3.31294E+13,3.4979E+13,3.67887E+13,3.85426E+13,4.00804E+13,4.16856E+13,4.37672E+13,4.60424E+13,4.81128E+13,4.80067E+13,5.14728E+13,5.30713E+13,5.5334E+13,5.77849E+13
Lithuania,LTU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76124535263,71803963183,56539179787,47364644893,42738989025,44145136034,46364287199,50212815305,53960166152,53368218715,55192676416,58771439458,62720785832,69339017900,73847465363,79556942830,85440561600,94905605717,97372640442,82923892338,83278142847,88544350008,92425165498,96165531708,99793418508,1.0262E+11,1.05362E+11,1.10222E+11,1.15643E+11,1.21052E+11,1.21104E+11,1.2883E+11,1.32099E+11,1.32552E+11,1.36227E+11
Luxembourg,LUX,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31101901073,33790408718,34405276895,35850521112,37220341448,37753411251,38281232444,40356010486,43049577614,46568958870,49799973664,51331001899,52986641183,54374561930,56675633192,58082818311,61577496185,66564452690,66364642428,64215122127,66629876919,67325691759,68436499780,70607161768,72459248902,74103917509,77792951405,78817630155,80087615173,82289479426,81869760592,87543117439,86584473457,85983895212,86870919446
Latvia,LVA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46628541795,40755573537,27665465933,26286901342,26862561293,26608774388,27220765832,29717311930,31663796648,32556210536,34457827396,36684002304,39496010020,42825181065,46561739532,51970033578,58635199659,64741784386,62547868754,52515178389,50592461907,52128623506,55936744860,57109229533,58305644917,60511561517,62055626572,64164865501,66930186963,67382215222,65044572876,69560319492,70817115854,72838390722,72516087307
"Macao SAR, China",MAC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18503630764,19180755195,21731643041,22858640455,23830921688,24616270280,24513254768,24444770673,23327418907,22777231193,24086145512,24781789585,26990064045,30131844236,38156251018,41237456545,46759396629,53528518889,55343829684,56049119404,70130220947,85289898756,93172514524,1.03191E+11,1.01078E+11,79331396682,78792590832,86561580877,92106091775,89745030264,40981075244,50626336573,40698843608,71248151453,77523802405
St. Martin (French part),MAF,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08501E+11,1.1633E+11,1.1389E+11,1.13046E+11,1.25016E+11,1.18258E+11,1.3289E+11,1.30816E+11,1.40285E+11,1.42666E+11,1.4635E+11,1.57651E+11,1.63531E+11,1.73623E+11,1.8156E+11,1.87356E+11,2.01952E+11,2.08902E+11,2.20777E+11,2.29047E+11,2.37062E+11,2.50159E+11,2.5782E+11,2.68448E+11,2.75747E+11,2.87727E+11,2.89227E+11,3.03856E+11,3.13171E+11,3.22225E+11,2.99095E+11,3.23485E+11,3.28425E+11,3.39603E+11,3.50594E+11
Monaco,MCO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47357419840,39780232537,28204184901,27865734702,19255222616,18985649681,17869851604,18164179596,16975844078,16404054450,16749805344,17771543536,19157723871,20422133639,21933371474,23578374367,24710136298,25451440443,27436652834,25790453592,27621575825,29228644999,29056273754,31684084103,33268169764,33155644963,34696060990,36144833894,37617951105,38954258881,35730412861,40707659297,38835106970,39301128253,39341631765
Madagascar,MDG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23728781480,22232361092,22494899697,22967275311,22957605789,23342970397,23845825709,24726569521,25695127696,26902600084,28101611021,29782153615,26086792600,28639357115,30144929155,31578575290,33283347345,35184014263,37545787853,36051950358,36275198363,36847775908,37957317018,38830478116,40127106649,41384007238,43036531094,44729290240,46158103238,48194244318,44754297418,46835678114,48782214694,50832553694,52967520949
Maldives,MDV,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010676976,2039684934,2175748753,2296650084,2474628666,2795978614,3015704708,3268961801,3513960131,3730970215,3874456249,3721661864,3992166629,4541091523,4810146318,4272501363,5282105061,5658897699,6166866082,5652506359,6036055364,6569849450,6726822083,7196015385,7761671586,8061903547,8575872716,9182566718,9969416783,10659605470,7151654162,9834087309,11193757025,11722817856,12324662897
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48586E+12,3.53888E+12,3.75379E+12,3.83945E+12,3.94105E+12,4.06228E+12,4.27478E+12,4.44129E+12,4.64591E+12,4.78624E+12,5.07583E+12,5.18653E+12,5.3074E+12,5.53479E+12,5.97638E+12,6.2876E+12,6.65037E+12,7.00187E+12,7.31257E+12,7.43885E+12,7.79118E+12,8.11474E+12,8.36519E+12,8.53697E+12,8.80733E+12,9.08444E+12,9.51699E+12,9.74089E+12,1.00114E+13,1.01869E+13,9.92108E+12,1.03832E+13,1.10364E+13,1.12818E+13,1.15255E+13
Mexico,MEX,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42199E+12,1.47853E+12,1.53129E+12,1.57519E+12,1.64441E+12,1.54722E+12,1.64343E+12,1.76174E+12,1.8707E+12,1.92224E+12,2.01891E+12,2.00981E+12,2.00506E+12,2.02883E+12,2.10116E+12,2.14557E+12,2.24866E+12,2.29539E+12,2.31704E+12,2.17118E+12,2.27911E+12,2.35761E+12,2.44138E+12,2.46218E+12,2.52383E+12,2.59203E+12,2.63797E+12,2.68735E+12,2.74034E+12,2.72958E+12,2.50155E+12,2.65286E+12,2.75131E+12,2.84197E+12,2.8833E+12
Marshall Islands,MHL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174302390.9,174455427.2,186913081.9,198139548.5,209785591.7,227015899.8,203626549,190501442.3,189217279.8,186691755.9,191273974.5,204529346,211965603.8,208655389.7,207803334,211525184.8,211897369.8,219713256.4,203088989.7,210532691.2,222194490.3,221077935,218224516.1,226536649.5,223683230.6,227901328.1,233608165.9,241920299.3,255194900.3,281868164.1,274052277.5,277401943.2,274300400.9,263507033.7,270808729.3
Middle income,MIC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73974E+13,1.77319E+13,1.83463E+13,1.90691E+13,1.98184E+13,2.0667E+13,2.18829E+13,2.30055E+13,2.36655E+13,2.45584E+13,2.58889E+13,2.68302E+13,2.80552E+13,2.96762E+13,3.19323E+13,3.41709E+13,3.68529E+13,3.99224E+13,4.20954E+13,4.36108E+13,4.70057E+13,4.98668E+13,5.25301E+13,5.53871E+13,5.81747E+13,6.09029E+13,6.38918E+13,6.72535E+13,7.06046E+13,7.3442E+13,7.22103E+13,7.74307E+13,8.06659E+13,8.47456E+13,8.85049E+13
North Macedonia,MKD,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26630912159,24987580447,23347096147,21603238190,21223417362,20986834051,21235549838,21541337792,22269162651,23235427835,24292438997,23547327552,23899045853,24430226443,25572117111,26780166591,28155870487,29978537063,31618963028,31505572728,32563766423,33325721449,33173695099,34144111157,35383243123,36747573260,37794219551,38203067114,39303543409,40840476849,38925691509,40681504692,41803860278,42670262877,43846361645
Mali,MLI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14832247220,16574324883,16040853305,16549696149,17175263749,17333451775,18556462935,19452559047,20925442166,22118389833,22104934117,25503841718,26296069658,28694019293,29141645610,31328634211,33413323337,34708099026,36977090310,38690427431,41368471214,43031126024,42785595330,43804802101,47135077376,49951264433,52950869375,55797268614,58513395954,61439065235,60720796477,62603712699,64800027977,67856749650,71252671858
Malta,MLT,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442917832,6846018540,7167160626,7488303113,7911474917,8413259627,8731056683,9190046667,9661091788,10117092997,12108265311,12016645382,12346036068,12802130902,12854256026,13224544887,13533486486,14215122721,14842027576,14634930450,15541907605,15696077683,16340023444,17368091271,18693472786,20491990041,21327595873,24094237062,25826395024,26881327339,25978560290,29433654077,30690270525,32776077404,34732573880
Myanmar,MMR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30871439712,30670584905,33633652463,35664926710,38331935078,40995257644,43636465399,46102616444,48807094193,54149094093,61592390964,68579429990,76826458557,87462311090,99326277632,1.12804E+11,1.27554E+11,1.4285E+11,1.57499E+11,1.74116E+11,1.90891E+11,2.01564E+11,2.16344E+11,2.34574E+11,2.53738E+11,2.71481E+11,2.87397E+11,3.05032E+11,3.24154E+11,3.4548E+11,3.1422E+11,2.76462E+11,2.87624E+11,2.90381E+11,2.87559E+11
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29393E+12,2.29908E+12,2.41986E+12,2.46254E+12,2.51937E+12,2.60161E+12,2.75885E+12,2.85578E+12,3.01859E+12,3.14925E+12,3.33138E+12,3.4268E+12,3.53839E+12,3.62931E+12,3.90975E+12,4.10006E+12,4.32754E+12,4.58301E+12,4.75371E+12,4.90488E+12,5.13631E+12,5.20721E+12,5.31625E+12,5.37463E+12,5.52493E+12,5.65295E+12,5.98213E+12,6.1745E+12,6.34935E+12,6.46553E+12,6.34529E+12,6.6064E+12,6.90477E+12,7.09891E+12,7.26305E+12
Montenegro,MNE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8910500863,9347115926,8468487205,8731010313,8827037344,8995098551,9218416195,9626427971,10028870853,10887985854,11629474036,12469442173,11746825905,12068023017,12457633229,12118313365,12548389872,12772215324,13205242136,13594701744,14235891131,14958773854,15566540607,13183786774,14903409289,15858223081,16863269295,17375965936
Mongolia,MNG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13930857675,12719772331,11542370968,11176617292,11415169077,12143048987,12414457528,12898213380,13329005530,13738255185,13895704126,14306004047,14983104138,16032615830,17736146348,19022667066,20650291129,22766536342,24792841843,24478320115,26036404767,30538301607,34300565350,38296209460,41315951926,42299203745,42929370720,45349246281,48861491268,51598831338,49247084584,50053145882,52572175378,56474141516,59221044569
Northern Mariana Islands,MNP,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7170866774,7524064321,6953992509,7714789541,8211636159,8385960474,9282915342,10379686771,11455980625,12809732312,12907884959,14566765289,15975153770,17128192582,18533510246,19703349821,21656085291,23312635904,24916085862,26393353585,28156358172,30165049214,32576595027,34717337920,37391464636,40155850652,42041967039,43151121313,44654908559,45689926258,45132727327,46205728911,48222355191,50844136708,51785655733
Mauritania,MRT,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10773605994,10966247471,11171768737,11827957926,11465935813,12591867823,13324566781,12785628489,13140788290,13623472876,13089701687,12985050329,13164436717,14076504381,14742711251,16005614255,18939955319,18566947530,18505476224,18523588628,19008949158,19802151410,20687310190,21546001790,22467055292,23674960402,23973480164,25476748186,26692542851,27530956928,27431664499,27635403695,29513507140,31434006298,33068574626
Mauritius,MUS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9477452905,9897820236,10542435434,11078208640,11536419176,12031070440,12703347879,13425847921,14241057375,14612881748,15811546006,16340843948,16604735286,17588639824,18350231421,18676414679,19585123966,20706767181,21822232972,22545656798,23532526014,24492073720,25348345607,26200152959,27202824906,28206760639,29296237816,30449918917,31669968173,32585637210,27845555062,28793361693,31296387845,32863652680,34406240719
Malawi,MWI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9998939789,10871870407,10074638505,11051056409,9919408152,11578807819,12425992341,12897238047,13399618164,13807271818,14024885140,13327152207,13553713798,14327039834,15103636677,15597333179,16330407802,17898126931,19265496649,20869948373,22304562368,23404772824,23849463508,25139802957,26553984751,27297496324,27979933731,29099131081,30365980584,32101950612,32356710546,33831623933,34143252120,34789398822,35424948954
Malaysia,MYS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14242E+11,2.34693E+11,2.55545E+11,2.80832E+11,3.06702E+11,3.36848E+11,3.70542E+11,3.97676E+11,3.68409E+11,3.9102E+11,4.2566E+11,4.27864E+11,4.5093E+11,4.77032E+11,5.09391E+11,5.36553E+11,5.66518E+11,6.02202E+11,6.31299E+11,6.21744E+11,6.67908E+11,7.03266E+11,7.41759E+11,7.76576E+11,8.23222E+11,8.65137E+11,9.03634E+11,9.56159E+11,1.00247E+12,1.04671E+12,9.8959E+11,1.0224E+12,1.113E+12,1.15257E+12,1.21152E+12
North America,NAC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22033E+13,1.21677E+13,1.25673E+13,1.29121E+13,1.34374E+13,1.37982E+13,1.42933E+13,1.49269E+13,1.55884E+13,1.63395E+13,1.7021E+13,1.71977E+13,1.75096E+13,1.79837E+13,1.86636E+13,1.93092E+13,1.98446E+13,2.02431E+13,2.02815E+13,1.97527E+13,2.02916E+13,2.06368E+13,2.10989E+13,2.15495E+13,2.20996E+13,2.27052E+13,2.31026E+13,2.3682E+13,2.43797E+13,2.49951E+13,2.43919E+13,2.58666E+13,2.65533E+13,2.72893E+13,2.80231E+13
Namibia,NAM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9970961728,10785151826,11560533332,11377930181,11574754662,12026055992,12409846439,12933554407,13359273424,13809384541,14291633570,14459981682,15152421217,15794852707,17732809758,18181319093,19467315668,20513497807,21057066941,21119389735,22394842369,23535039520,24726308396,26114621285,27705659590,28887077272,28896839501,28599997270,28903139937,28660598613,26338688300,27287889638,28761087693,30038887033,31153793835
New Caledonia,NCL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11698663467,11647249116,11880281728,11918495304,12139557027,12437855579,12450359418,12640535634,13901127581,13870605915,13702982730,14698934001,15421896744,15756646037,15813968964,16973428427,17980130949,18545196855,19979002843,20371110934,22118578797,22640081123,25028370733,26358661333,28109439639,29344188611,31028807125,32581910869,34931528663,37006409967,38320374766,38850574078,43473792393,44198776164,47921019367
Nigeria,NGA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54557E+11,3.55827E+11,3.72306E+11,3.64729E+11,3.5811E+11,3.5785E+11,3.72865E+11,3.83816E+11,3.93723E+11,3.96023E+11,4.15888E+11,4.40499E+11,5.08023E+11,5.45349E+11,5.95796E+11,6.34157E+11,6.72583E+11,7.16914E+11,7.65409E+11,8.26925E+11,8.93126E+11,9.40532E+11,9.80317E+11,1.04572E+12,1.1117E+12,1.14119E+12,1.12274E+12,1.13179E+12,1.15355E+12,1.17902E+12,1.15787E+12,1.2001E+12,1.23912E+12,1.27456E+12,1.31823E+12
Nicaragua,NIC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17556045823,17522815477,17590514275,17521394804,18106210973,19176633497,20393250588,21202179652,21989137024,23536286210,24501648231,25227103688,25417300630,26058002888,27442248448,28617434839,29805901340,31318953814,32394984415,31328326050,32709936280,34776120094,37035224314,38859984679,40719613755,42671006646,44618147574,46684506605,45114340143,43807436417,42827664806,47305035692,48984506117,51153414573,52988712245
Netherlands,NLD,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44833E+11,6.60562E+11,6.71831E+11,6.8028E+11,7.00424E+11,7.22249E+11,7.46954E+11,7.78689E+11,8.1488E+11,8.55977E+11,8.92097E+11,9.12826E+11,9.1507E+11,9.15965E+11,9.34434E+11,9.5344E+11,9.87166E+11,1.02552E+12,1.04723E+12,1.00885E+12,1.02216E+12,1.04028E+12,1.03011E+12,1.0298E+12,1.0464E+12,1.06859E+12,1.0945E+12,1.12494E+12,1.15035E+12,1.17681E+12,1.13129E+12,1.2023E+12,1.26251E+12,1.26345E+12,1.27582E+12
Norway,NOR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42217E+11,2.49688E+11,2.58613E+11,2.65971E+11,2.79417E+11,2.91029E+11,3.05661E+11,3.21814E+11,3.30402E+11,3.37248E+11,3.48442E+11,3.55644E+11,3.60544E+11,3.6395E+11,3.78561E+11,3.88726E+11,3.98295E+11,4.09901E+11,4.11877E+11,4.03885E+11,4.07063E+11,4.11564E+11,4.2275E+11,4.27046E+11,4.35793E+11,4.43887E+11,4.49057E+11,4.60121E+11,4.63935E+11,4.69148E+11,4.63152E+11,4.81255E+11,4.96877E+11,4.97236E+11,5.0768E+11
Nepal,NPL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35305600052,37553913762,39096030161,40601168689,43936961802,45460894185,47883179816,50300616039,51817878527,54104380389,57458851964,60216814884,60289161279,62667591457,65602066132,67884480784,70168532059,72562373827,76992044904,80482154911,84358509208,87245096016,91319565822,94538720393,1.00222E+11,1.04207E+11,1.04658E+11,1.14054E+11,1.22747E+11,1.30918E+11,1.27816E+11,1.34E+11,1.41546E+11,1.44352E+11,1.49643E+11
Nauru,NRU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293916424.8,238090603.3,199376363.5,167242131.3,160776333.7,148037234.9,130480757.6,118798016.2,104794135.2,97911036.34,91198066.27,85032083.96,76553208.73,76771122.69,73458581.94,73197327.32,79293757.63,61702195.67,74277663.15,70079539.54,69967428.46,80038983.3,100272294.4,103929967.4,120998734.8,124263301.6,129685208.3,121889532.2,120403550.1,130621882.2,133210572.1,142810518.1,147025596.8,147975985.4,150580735.1
New Zealand,NZL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0221E+11,1.01095E+11,1.02201E+11,1.08733E+11,1.14299E+11,1.19696E+11,1.2402E+11,1.26598E+11,1.27685E+11,1.34552E+11,1.38413E+11,1.43135E+11,1.49881E+11,1.56968E+11,1.63385E+11,1.68863E+11,1.73557E+11,1.78861E+11,1.77042E+11,1.76976E+11,1.79557E+11,1.83316E+11,1.87654E+11,1.92514E+11,1.9988E+11,2.07256E+11,2.15089E+11,2.22356E+11,2.30073E+11,2.35405E+11,2.34682E+11,2.45325E+11,2.53903E+11,2.57443E+11,2.57117E+11
