Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07.10.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Congo, Rep.",COG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20709745611,21205820117,21759705123,21546528946,20362961790,21174491871,22082979540,21945002400,22765208445,22177365378,23857518232,24764724673,25899412179,26110042794,27017792798,29113227688,31438279447,29358953278,31210439248,34842488218,38302788206,39147716828,43041800172,42735155559,45575361950,45764587691,41789821841,39451775871,38542681577,38976083979,36533151792,36903988991,37448454256,38162545447,39147011808
Colombia,COL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24362E+11,3.30855E+11,3.44237E+11,3.62776E+11,3.8387E+11,4.03841E+11,4.12143E+11,4.26281E+11,4.2871E+11,4.10687E+11,4.22699E+11,4.29791E+11,4.40553E+11,4.57815E+11,4.82231E+11,5.05516E+11,5.39471E+11,5.75822E+11,5.94729E+11,6.01506E+11,6.28542E+11,6.72213E+11,6.98514E+11,7.34375E+11,7.67415E+11,7.90099E+11,8.06592E+11,8.17556E+11,8.38521E+11,8.65243E+11,8.03068E+11,8.89809E+11,9.55016E+11,9.6182E+11,9.78592E+11
Comoros,COM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058574902,1001458042,1086892245,1119564892,1060487882,1098773684,1084580946,1128291225,1142761738,1164753144,1291104151,1321224412,1351942151,1380385278,1406883980,1446804986,1485101270,1496982709,1556332253,1657290418,1736857895,1839126740,1955187403,2129732252,2212700089,2256778506,2319522106,2449326959,2548759982,2641248625,2747039030,2821917778,2901450569,2990370233,3091707406
Cabo Verde,CPV,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694075763.3,703821607.2,780803130,848797899.3,1011619759,1155387479,1286483805,1429520556,1608457729,1788969286,2044521202,2090147852,2199899241,2291772738,2525466469,2700038277,2915602595,3357919567,3594283905,3540240729,3605254388,3746750463,3787352068,3811293311,3837845328,3873768578,4039593564,4223448184,4380009912,4684325394,3709738572,3970664151,4599763302,4847743178,5200265316
Costa Rica,CRI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34193376304,34968080231,38185529566,40895629626,42743714733,44519268572,45120483260,47591355722,50996664081,53146077176,55202149077,57129349887,59081389155,61632038993,64359009941,66918353044,71821256960,77721468012,81404047084,80693018597,85018441595,88761938962,93095822657,95418345692,98798168340,1.02406E+11,1.06712E+11,1.11149E+11,1.14056E+11,1.16813E+11,1.11822E+11,1.20696E+11,1.26189E+11,1.3264E+11,1.38371E+11
Caribbean small states,CSS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47575422994,48144425372,49967384146,50061814847,51813843949,53341680086,55994361140,58845772605,61749389373,64844113719,67842065353,69554641145,72618471792,78015801874,82302863142,85961424314,93296013610,97286414891,99485654188,96605067084,98871614866,1.0003E+11,1.0465E+11,1.06832E+11,1.09649E+11,1.09288E+11,1.05448E+11,1.04216E+11,1.05615E+11,1.06818E+11,98892445017,1.04573E+11,1.21017E+11,1.33332E+11,1.53617E+11
Cuba,CUB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592351701,4560400244,4578508007,4591702658,4601274570,4632398758,4708181776,4824472135,4930033663,4903839988,4907876172,4932830636,4915617483,4884369055,4853236215,4875471391,4823415569,4761858749,4661663940,4512204853,3680223299,3834193241,4137976371,4311854138,
Cayman Islands,CYM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445537886,4586133589,4569742693,4240699172,4125537250,4173767347,4225094403,4279147346,4392738510,4517190161,4663545963,4812035409,5017377829,5213840049,4955504368,5198568359,5466623675,5704950753,
Cyprus,CYP,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16045152326,16163806419,17683204064,17806986578,18857598555,20434559446,20689693396,21236093853,22533806691,23660036141,25071429331,26062393265,27032689628,27741838073,29136218386,30550195458,31990265557,33621201641,34847363241,34145160284,34924581956,35070116834,33861116109,31630522700,31068746057,32130961751,34243119699,36212384110,38483503023,40744638124,39432404009,43923040810,47087637838,48389097653,50057583598
Czechia,CZE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88488E+11,2.5498E+11,2.53689E+11,2.53846E+11,2.61231E+11,2.77483E+11,2.8905E+11,2.87328E+11,2.86198E+11,2.90143E+11,3.0178E+11,3.10583E+11,3.15284E+11,3.25691E+11,3.41117E+11,3.62863E+11,3.86896E+11,4.08132E+11,4.18794E+11,3.98699E+11,4.09522E+11,4.1678E+11,4.13568E+11,4.13395E+11,4.22677E+11,4.43637E+11,4.55086E+11,4.7863E+11,4.92177E+11,5.09727E+11,4.82687E+11,5.02134E+11,5.16431E+11,5.16145E+11,5.21928E+11
Germany,DEU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36586E+12,3.53779E+12,3.60905E+12,3.57393E+12,3.66676E+12,3.72196E+12,3.7606E+12,3.83035E+12,3.91064E+12,3.99394E+12,4.10886E+12,4.1761E+12,4.16657E+12,4.14449E+12,4.19266E+12,4.2298E+12,4.39289E+12,4.51985E+12,4.561E+12,4.30808E+12,4.48673E+12,4.65534E+12,4.67742E+12,4.69548E+12,4.79735E+12,4.87664E+12,4.98854E+12,5.12403E+12,5.18124E+12,5.23242E+12,5.01815E+12,5.20231E+12,5.27357E+12,5.25952E+12,5.24698E+12
Djibouti,DJI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401251431,4717832887,5062658615,5423293675,5719302007,5992360894,6324642148,6400671631,6682759258,7028026489,7546137626,7995421831
Dominica,DMA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787589429.4,798204284.1,814403208.1,832005833.9,832292721.9,857518370.7,884137475.4,903461428.9,937560112.7,940879816.3,962898467.5,962283707.6,932573962.9,986709458.9,1027143200,1036544503,1082160492,1140141976,1221335045,1207463715,1206188502,1206704014,1204804760,1204859025,1232995103,1191401460,1208643965,1117459468,1150581085,1196007149,1008157453,1062394694,1172849827,1215684767,1240639596
Denmark,DNK,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35563E+11,2.38998E+11,2.43833E+11,2.4364E+11,2.5654E+11,2.64334E+11,2.71989E+11,2.80607E+11,2.87134E+11,2.95654E+11,3.06665E+11,3.09578E+11,3.10991E+11,3.12363E+11,3.21035E+11,3.28611E+11,3.41152E+11,3.4452E+11,3.43083E+11,3.26016E+11,3.31176E+11,3.35518E+11,3.35499E+11,3.40172E+11,3.44519E+11,3.51769E+11,3.62579E+11,3.73661E+11,3.80612E+11,3.87125E+11,3.80234E+11,4.08303E+11,4.14592E+11,4.24937E+11,4.40558E+11
Dominican Republic,DOM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52401790044,52896535722,58840764950,63175384798,64814017227,68508408815,72592327419,79052719563,84353880870,89378428431,93536067580,95845819394,1.00146E+11,98794618824,1.01349E+11,1.10908E+11,1.2108E+11,1.30062E+11,1.34312E+11,1.3566E+11,1.47057E+11,1.51751E+11,1.55963E+11,1.6366E+11,1.75298E+11,1.87547E+11,2.0015E+11,2.08023E+11,2.22788E+11,2.33691E+11,2.15162E+11,2.45311E+11,2.5816E+11,2.6382E+11,2.76884E+11
Algeria,DZA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97621E+11,2.9405E+11,2.99343E+11,2.93057E+11,2.90419E+11,3.01455E+11,3.13815E+11,3.17267E+11,3.33447E+11,3.44118E+11,3.57194E+11,3.6791E+11,3.87777E+11,4.12982E+11,4.31567E+11,4.54871E+11,4.68063E+11,4.82572E+11,4.94637E+11,5.00572E+11,5.246E+11,5.40338E+11,5.53306E+11,5.67692E+11,5.90967E+11,6.09878E+11,6.33664E+11,6.43169E+11,6.52173E+11,6.58042E+11,6.2514E+11,6.48896E+11,6.72256E+11,6.99818E+11,7.22912E+11
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02315E+12,4.33382E+12,4.77743E+12,5.27268E+12,5.80939E+12,6.36576E+12,6.92391E+12,7.38297E+12,7.45193E+12,7.89035E+12,8.4725E+12,9.01801E+12,9.7121E+12,1.05422E+13,1.14594E+13,1.25366E+13,1.38285E+13,1.54339E+13,1.66914E+13,1.79167E+13,1.9622E+13,2.12162E+13,2.2793E+13,2.44034E+13,2.60543E+13,2.77431E+13,2.95059E+13,3.14343E+13,3.34536E+13,3.53896E+13,3.56832E+13,3.82425E+13,3.96831E+13,4.17279E+13,4.37906E+13
Early-demographic dividend,EAR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04099E+13,1.08171E+13,1.1274E+13,1.16824E+13,1.21085E+13,1.251E+13,1.32558E+13,1.38805E+13,1.42067E+13,1.46332E+13,1.52702E+13,1.55481E+13,1.59306E+13,1.68098E+13,1.78777E+13,1.89716E+13,2.01639E+13,2.13751E+13,2.2153E+13,2.25856E+13,2.40787E+13,2.53357E+13,2.63866E+13,2.75285E+13,2.88165E+13,3.02768E+13,3.18148E+13,3.33939E+13,3.48478E+13,3.58476E+13,3.44327E+13,3.69771E+13,3.9267E+13,4.13259E+13,4.30251E+13
East Asia & Pacific,EAS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04391E+13,1.10161E+13,1.16014E+13,1.22166E+13,1.29715E+13,1.38115E+13,1.46773E+13,1.53416E+13,1.53331E+13,1.59755E+13,1.69116E+13,1.75458E+13,1.84362E+13,1.94768E+13,2.07373E+13,2.21002E+13,2.36879E+13,2.56342E+13,2.69374E+13,2.78692E+13,3.01286E+13,3.19299E+13,3.37395E+13,3.56331E+13,3.7492E+13,3.93855E+13,4.13568E+13,4.35881E+13,4.58392E+13,4.7883E+13,4.78606E+13,5.09113E+13,5.25848E+13,5.48832E+13,5.7211E+13
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83191E+12,2.65516E+12,2.46219E+12,2.30926E+12,1.99575E+12,1.94244E+12,1.96324E+12,2.04452E+12,2.08158E+12,2.06489E+12,2.20175E+12,2.24597E+12,2.38631E+12,2.55765E+12,2.80976E+12,3.02475E+12,3.27842E+12,3.53069E+12,3.64855E+12,3.47008E+12,3.69407E+12,3.97195E+12,4.10496E+12,4.32551E+12,4.39327E+12,4.46888E+12,4.58104E+12,4.81823E+12,4.98805E+12,5.11534E+12,5.09263E+12,5.5073E+12,5.51363E+12,5.79207E+12,6.01299E+12
Europe & Central Asia,ECS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39244E+13,2.36228E+13,2.29283E+13,2.24444E+13,2.22141E+13,2.25307E+13,2.28279E+13,2.34731E+13,2.393E+13,2.463E+13,2.58237E+13,2.64885E+13,2.70465E+13,2.77411E+13,2.88448E+13,2.97968E+13,3.11848E+13,3.2567E+13,3.31153E+13,3.15182E+13,3.24256E+13,3.33479E+13,3.35885E+13,3.39563E+13,3.45301E+13,3.50909E+13,3.57184E+13,3.67934E+13,3.76837E+13,3.84566E+13,3.66075E+13,3.90549E+13,4.00263E+13,4.0688E+13,4.14928E+13
Ecuador,ECU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95360865487,99453126802,1.01556E+11,1.0356E+11,1.0797E+11,1.10402E+11,1.12314E+11,1.17174E+11,1.21002E+11,1.15267E+11,1.16526E+11,1.21427E+11,1.27411E+11,1.31086E+11,1.40043E+11,1.47603E+11,1.54011E+11,1.56941E+11,1.67244E+11,1.69068E+11,1.7588E+11,1.90797E+11,2.01832E+11,2.16386E+11,2.25531E+11,2.25801E+11,2.24247E+11,2.37636E+11,2.40117E+11,2.40515E+11,2.18279E+11,2.38845E+11,2.52861E+11,2.57889E+11,2.52728E+11
"Egypt, Arab Rep.",EGY,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6756E+11,4.72822E+11,4.9397E+11,5.08299E+11,5.28495E+11,5.5303E+11,5.80619E+11,6.12509E+11,6.46659E+11,6.85804E+11,7.2949E+11,7.55279E+11,7.73332E+11,7.98028E+11,8.30684E+11,8.6783E+11,9.27223E+11,9.92943E+11,1.064E+12,1.11373E+12,1.17105E+12,1.19172E+12,1.21825E+12,1.24487E+12,1.28117E+12,1.33719E+12,1.39531E+12,1.45365E+12,1.53114E+12,1.61615E+12,1.67353E+12,1.7286E+12,1.84248E+12,1.91176E+12,1.95763E+12
Euro area,EMU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19704E+13,1.22336E+13,1.23492E+13,1.22553E+13,1.25598E+13,1.28733E+13,1.31015E+13,1.34669E+13,1.38714E+13,1.42827E+13,1.48402E+13,1.51712E+13,1.53245E+13,1.54526E+13,1.5814E+13,1.61009E+13,1.6642E+13,1.71489E+13,1.72216E+13,1.644E+13,1.67737E+13,1.70514E+13,1.68794E+13,1.68425E+13,1.70827E+13,1.74446E+13,1.77658E+13,1.82258E+13,1.85517E+13,1.88541E+13,1.76842E+13,1.88144E+13,1.94932E+13,1.95954E+13,1.97776E+13
Eritrea,ERI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23494E+12,1.26638E+12,1.27815E+12,1.26497E+12,1.29511E+12,1.33082E+12,1.36552E+12,1.41451E+12,1.47536E+12,1.54041E+12,1.62052E+12,1.68403E+12,1.73043E+12,1.78129E+12,1.83677E+12,1.902E+12,1.97891E+12,2.04883E+12,2.06455E+12,1.98676E+12,1.98863E+12,1.9759E+12,1.91929E+12,1.89189E+12,1.92066E+12,1.99865E+12,2.05692E+12,2.11649E+12,2.16719E+12,2.20969E+12,1.96795E+12,2.09947E+12,2.2292E+12,2.28885E+12,2.36095E+12
Estonia,EST,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30379251199,27948958618,22032539654,20767762989,20426668136,21351318403,22406716690,25330797857,26430110817,26317776140,28972618279,30676424340,32803221093,35295052770,37695363815,41285113616,45315602274,48746409722,46248004358,39481818399,40449024326,43525971329,45124253146,45916857853,47442578560,48314645565,49809026832,52615602364,54562220522,56595563205,54963456100,58895787306,58931378334,57149859934,57000695251
Ethiopia,ETH,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41627443417,38656293093,35303833749,39943758006,41217949739,43743584314,49179238117,50720469630,48966485221,51494206591,54621561747,59155864905,60051913997,58753976116,66728420121,74614895915,82699216238,92173376558,1.02118E+11,1.11106E+11,1.25051E+11,1.39029E+11,1.51053E+11,1.67037E+11,1.84171E+11,2.03311E+11,2.2249E+11,2.4377E+11,2.60385E+11,2.82164E+11,2.99262E+11,3.16145E+11,3.3297E+11,3.54926E+11,3.80895E+11
European Union,EUU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40571E+13,1.41658E+13,1.42489E+13,1.41673E+13,1.45504E+13,1.49681E+13,1.52744E+13,1.56668E+13,1.6126E+13,1.6593E+13,1.72455E+13,1.76333E+13,1.78535E+13,1.80518E+13,1.85547E+13,1.895E+13,1.96566E+13,2.03083E+13,2.04859E+13,1.96148E+13,2.00094E+13,2.04007E+13,2.02471E+13,2.02346E+13,2.05804E+13,2.10803E+13,2.15032E+13,2.21391E+13,2.26409E+13,2.30979E+13,2.18038E+13,2.31943E+13,2.40357E+13,2.417E+13,2.44411E+13
Fragile and conflict affected situations,FCS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9591E+12,2.71551E+12,2.63463E+12,2.49077E+12,2.26832E+12,2.20287E+12,2.22227E+12,2.30018E+12,2.40373E+12,2.46985E+12,2.61327E+12,2.74267E+12,2.87592E+12,2.92654E+12,3.28413E+12,3.46172E+12,3.68319E+12,3.92384E+12,4.1149E+12,4.1231E+12,4.39824E+12,4.52336E+12,4.69517E+12,4.8225E+12,4.87303E+12,4.91659E+12,5.06776E+12,5.19677E+12,5.35404E+12,5.51156E+12,5.26184E+12,5.35048E+12,5.25138E+12,5.35721E+12,5.46665E+12
Finland,FIN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93509E+11,1.8213E+11,1.76099E+11,1.74725E+11,1.81652E+11,1.89344E+11,1.96279E+11,2.08836E+11,2.20227E+11,2.29893E+11,2.43121E+11,2.4954E+11,2.5375E+11,2.58855E+11,2.69223E+11,2.767E+11,2.87823E+11,3.03114E+11,3.05492E+11,2.8082E+11,2.89717E+11,2.96643E+11,2.92125E+11,2.89263E+11,2.8788E+11,2.89223E+11,2.96662E+11,3.06462E+11,3.10118E+11,3.14304E+11,3.06474E+11,3.14676E+11,3.17078E+11,3.14075E+11,3.13591E+11
Fiji,FJI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6284654637,6114968727,6487981936,6626178055,6964113110,7138215836,7480850227,7316271569,7411383132,8063584753,7926503940,8085034030,8343755048,8427192544,8873833724,8935950595,9101487639,9024065442,9117265468,8990896731,9256548277,9506951148,9641124117,10097556093,10663374104,11143353943,11415881579,12027015337,12485527403,12412868288,10297880949,9795237652,11733982269,12616881283,13099981526
France,FRA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25213E+12,2.27998E+12,2.31455E+12,2.30624E+12,2.36121E+12,2.41563E+12,2.44938E+12,2.51128E+12,2.59798E+12,2.6863E+12,2.79754E+12,2.85067E+12,2.88111E+12,2.909E+12,2.99243E+12,3.04895E+12,3.1317E+12,3.21095E+12,3.22315E+12,3.13211E+12,3.19477E+12,3.27264E+12,3.27866E+12,3.30429E+12,3.33726E+12,3.37286E+12,3.40187E+12,3.47275E+12,3.52991E+12,3.60147E+12,3.3335E+12,3.56292E+12,3.65452E+12,3.68874E+12,3.73176E+12
Faroe Islands,FRO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598661867,2480337042,2470916276,2559038124,2740255985,2900729319,3058301056,3087599640,3130407602,3240347945,3329901750,3481029683,3424034047,3612505898,3740967468,3834082322,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316480756.2,339986861.9,353613589.8,382400052.6,380356043.4,407035984.3,394082587.1,370197488,380750026.2,385983200.7,404641257.2,413412271,415673626.5,422208494.2,409203826.4,417559225,417220771.1,409559824.7,399695606.7,404064676.3,413194073,426369074.9,418409532.8,403013033.6,393720456.8,411917759.6,413911860.9,417318542.9,417318542.9,434351952.8,427085443.7,440323830.7,427528611.1,429589930.7,432679041.1
Gabon,GAB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23496300369,24932512547,24162061595,25115630647,26048112440,27343705898,28334928640,29960890947,31002880875,28233510469,27701882954,28293382817,28222922909,28857185126,29056167843,29833769975,28996461844,30738600595,29721635312,29760371852,31870348681,34130515199,35922734805,37948309694,39585765763,41121257792,41981285134,42179706333,42533137086,44200780065,43388475339,44025399637,45362721558,46472239669,48044817323
United Kingdom,GBR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96405E+12,1.94238E+12,1.95017E+12,1.99873E+12,2.0756E+12,2.12815E+12,2.18309E+12,2.2906E+12,2.36855E+12,2.44098E+12,2.54696E+12,2.61249E+12,2.6594E+12,2.74323E+12,2.81066E+12,2.88747E+12,2.95621E+12,3.03381E+12,3.02626E+12,2.88643E+12,2.95089E+12,2.98448E+12,3.02952E+12,3.08405E+12,3.18257E+12,3.25332E+12,3.31584E+12,3.40392E+12,3.45175E+12,3.50783E+12,3.14663E+12,3.41648E+12,3.58181E+12,3.59603E+12,3.63561E+12
Georgia,GEO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62027887438,48940095711,26966102947,19064989883,17082568369,17526130080,19489502932,21539955384,22208019189,22844788762,23265219955,24383648565,25718415556,28562108737,30216621133,33114739064,36234637851,40791350035,41779159245,40253905630,42768329074,46161712229,49198613273,51723921667,53839683819,55643864277,57563697329,60533928054,64203516815,67658127813,63402112373,70150781358,77838277278,83934727816,91848574231
Ghana,GHA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42884426695,45149507665,46901046280,49175747285,50798546817,52887595893,55321726951,57643224356,60352681161,63008197216,65339500565,67953080671,71010969001,74703539484,78886937688,83541270024,88887838296,92751631832,1.01238E+11,1.06143E+11,1.14528E+11,1.30616E+11,1.42753E+11,1.53192E+11,1.57568E+11,1.60909E+11,1.66338E+11,1.79859E+11,1.9101E+11,2.03441E+11,2.04486E+11,2.14867E+11,2.23043E+11,2.30046E+11,2.43124E+11
Gibraltar,GIB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13549165645,13903262657,14358031052,15082270891,15681051993,16403583624,17135441824,18023332470,18680124557,19392211658,19877610461,20604802321,21668959893,21939518799,22452929276,23125904765,23401011018,24996368184,26029472120,25737254321,26976081069,28490008891,30175274473,31365896381,32525353401,33769744335,37423842475,41278500249,43903190355,46369195006,48550675963,51260936278,53297229730,56250816533,59439407532
"Gambia, The",GMB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798934224,2885898208,2983403728,3073266872,3078010336,3105153716,3174198226,3329733910,3446274554,3666836093,3868512086,4092885796,3959867002,4231909850,4530259494,4423720051,4399142704,4533019593,4816601017,5137662361,5441212707,4998817942,5260834446,5411966056,5335798994,5552329655,5660231389,5933202345,6362463028,6758338860,6798313575,7155630814,7548689490,7910838544,8365452099
Guinea-Bissau,GNB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893034391,1989579145,2011464515,2053705270,2119423839,2212678488,2469349193,2629856890,2039566390,2382519913,2408734259,2524015598,2616241513,2608760866,2639332714,2812466899,2887461467,2961375470,3095365129,3171138152,3348891961,3619651271,3557651366,3673491052,3708922819,3936431459,4150285116,4343841109,4507232677,4758093769,4859351472,5113853514,5399469253,5640485327,5911989296
Equatorial Guinea,GNQ,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532523229.4,527079569.9,710215053.2,788574593.1,920020795.1,1080898058,1800559955,4500913078,5570981862,7000719508,8275815154,13521016489,16152589488,18406723784,25401044478,29655389368,31940312685,36821467655,43375360868,43958046505,40035153118,42647015933,46192207713,44282992076,44466795853,40415852453,36852622273,34763996772,32595924793,30809073116,29332985518,29585328380,30539013901,28984789203,29247753195
Greece,GRC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7446E+11,2.82968E+11,2.84949E+11,2.8039E+11,2.85998E+11,2.92003E+11,2.9604E+11,3.06706E+11,3.17247E+11,3.25682E+11,3.39158E+11,3.5493E+11,3.71552E+11,3.9309E+11,4.1423E+11,4.19133E+11,4.46139E+11,4.61785E+11,4.6205E+11,4.43017E+11,4.17793E+11,3.76528E+11,3.45159E+11,3.37317E+11,3.39989E+11,3.39213E+11,3.39105E+11,3.441E+11,3.51205E+11,3.59202E+11,3.26169E+11,3.54398E+11,3.74753E+11,3.83493E+11,3.92205E+11
