y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
1,(Intercept),-1.9952706856577003,0.10400933831857125,-19.183572532173656,5.076922668418479e-82,0.13597684220387476,0.11089971120166214,0.16672452448605063
1,age,0.7566978667858412,0.039003900279878365,19.400569208618666,7.632166799688751e-84,2.1312269927181076,1.9743717021312721,2.3005437575848475
1,sex,-1.0966117220104015,0.0723925365061667,-15.148132320477368,7.795045829497835e-52,0.33400085637543964,0.2898183030514462,0.3849190023023647
1,fas,-0.1666097647308044,0.033558938530174984,-4.964691138278851,6.881048870261576e-7,0.8465298927098405,0.7926406725007876,0.9040828765327102
3,(Intercept),-1.997085475685738,0.1035291348700068,-19.290081755182417,6.507033462800209e-83,0.1357302965685451,0.11080287248712459,0.16626566616064886
3,age,0.4837025824845369,0.03617428903436787,13.371446831338933,8.879664965879773e-41,1.622069142129157,1.5110442618976843,1.7412516417906079
3,sex,-1.0048650337749458,0.07235437327912497,-13.888103624343884,7.478931507478641e-44,0.3660940418006391,0.3176898757945012,0.4218732092319571
3,fas,-0.10021378108425869,0.03411701730589401,-2.937354698558185,0.003310252532284086,0.9046440015867797,0.8461292654534182,0.9672053704092047
4,(Intercept),-2.3126495378764007,0.13198607068778176,-17.521921259002127,9.747725591746873e-69,0.09899860321599716,0.07643288553940897,0.12822652670446633
4,age,0.5279354378414056,0.04652522056516384,11.347295755470354,7.649195602785743e-30,1.6954283755525723,1.5476629293100113,1.857301950050811
4,sex,-1.157106458037924,0.09449612343052473,-12.24501509724523,1.786438384628352e-34,0.3143945799130726,0.26123918858614403,0.3783657130986819
4,fas,-0.10820120192330562,0.04332544047099433,-2.4974056985235857,0.012510573510578027,0.8974470101993786,0.824383812833576,0.976985626813123
