term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.03868764520149745,NA,0.011835136914102951,-3.2688802404471207,0.001084639813587676
profile1,0.5434489962412279,0.0619182529012943,0.10059511174530497,5.402340002535879,6.781081854279768e-8
profile3,0.610660696671326,0.10975916206467597,0.06377827864878602,9.574744091701033,1.3590872267867181e-21
profile4,0.6799108958484907,0.08629166704510499,0.0903118726137141,7.528477443454588,5.736530186502301e-14
