y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
2,(Intercept),-1.7196446866636825,0.13210513172017174,-13.01724364732685,9.763192198375964e-39,0.17912978380660077,0.13826671457049663,0.23206944307799707
2,age,0.1416709297200237,0.041071752365150614,3.449351964836823,5.619337445263724e-4,1.1521974322144095,1.0630799360605496,1.2487856065847764
2,sex,0.24260561606782524,0.08180409591926029,2.965690328113573,0.003020044122251843,1.2745658566889015,1.0857484752099054,1.496219575830442
2,fas,-0.09872035164142723,0.04063472940399043,-2.4294575868821373,0.015121434038611981,0.9059960329044292,0.83663747943259,0.981104518763912
3,(Intercept),-3.325914703311887,0.3076609360527416,-10.810324983025252,3.0757848152541234e-27,0.03593962961558378,0.01966469981848696,0.06568404241243736
3,age,1.3261167420518558,0.1348872755423415,9.831296070885381,8.254945912780626e-23,3.7663890924010026,2.8913909444288675,4.906180820234715
3,sex,-0.3298393873945164,0.18864459332432504,-1.748469869091047,0.0803826986266845,0.7190392109192185,0.4967925272167715,1.040710877307009
3,fas,-0.007858569529613875,0.09341533465386585,-0.08412504819184587,0.9329570096531687,0.9921722282994797,0.8261717267368931,1.1915267719180298
4,(Intercept),-2.948786261231838,0.23955677809170065,-12.309341796636886,8.067845026108194e-35,0.0524032712466861,0.032767518421205635,0.08380563953773829
4,age,0.7270467796484681,0.08318606444472326,8.740006929064268,2.330961305616294e-18,2.068961477409823,1.7576928938092016,2.435352392947945
4,sex,0.0359090996143061,0.14919772867636175,0.24068127533093864,0.8098021525450575,1.0365616183573976,0.7737407200014359,1.3886563817524211
4,fas,0.01692316322167644,0.07517801955967618,0.22510786159035304,0.8218953652652983,1.0170671711580668,0.8777216568728876,1.1785349290945875
