term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),-0.658107536987705,0.023969495630913197,-27.4560444291932,1.3470626819439231e-163,-0.658107536987705,-0.7050877484242948,-0.6111273255511152
profile2,0.5883514338907273,0.06060046668264668,9.7086947691643,3.0232338280048574e-22,0.15293440675530032,0.03415749205731282,0.2717113214532878
profile3,0.4993541629430611,0.081786285814761,6.105597753565384,1.038827530626465e-9,0.08348131331672348,-0.07681980688020806,0.24378243351365503
profile4,0.2787769659984195,0.0752819002212627,3.7031074558301524,2.1341978566625432e-4,0.057542714503386924,-0.09000980993028797,0.20509523893706183
surveyyear2006,0.15098819762192495,0.02168605152369162,6.962456833461503,3.42425983425313e-12,0.05934165086170064,0.016836989875265065,0.10184631184813621
surveyyear2010,0.07096395681947167,0.021054161539391318,3.370543001045258,7.513053144582652e-4,0.030420460974549268,-0.010845695642657718,0.07168661759175625
surveyyear2014,0.09456146952298207,0.02128461717978251,4.44271413125544,8.920166533181431e-6,0.03837818323198752,-0.003339666440386198,0.08009603290436124
surveyyear2018,0.05295212920292776,0.02179167551994225,2.42992463587619,0.0151087594679279,0.021004815103815144,-0.021706868915271665,0.06371649912290195
age,0.10154820831372909,0.00641561898625992,15.828279162339738,3.6588133906356424e-56,0.10175276697084971,0.08917815375778027,0.11432738018391916
sex,0.3456330240232043,0.012004611504138714,28.79168758639492,1.918180786520585e-179,0.17320289858725527,0.1496738600391434,0.19673193713536713
fas,-8.191015958000492e-4,0.006179652040325422,-0.13254817430738627,0.8945517586273766,-8.176889692942903e-4,-0.012929806968332118,0.011294429029743536
profile2:surveyyear2006,-0.15356110018521976,0.07956604941782396,-1.9299827163571581,0.05361996435550785,-0.01829844715717435,-0.1742479040161093,0.13765100970176058
profile3:surveyyear2006,-0.18553491671333291,0.11445737686229664,-1.6209957086169244,0.1050308197174557,-0.014062412015271177,-0.23839887066537258,0.21027404663483024
profile4:surveyyear2006,-1.6732443925531813e-4,0.10363956667408265,-0.0016144841649281159,0.9987118410942609,-1.4320078458182085e-5,-0.20314787075966018,0.20311923060274384
profile2:surveyyear2010,-0.25872885169351445,0.07436306251239841,-3.479265685842041,5.036220356538303e-4,-0.03689952767107507,-0.18265113019537596,0.10885207485322582
profile3:surveyyear2010,-0.13048773032892433,0.10349348070854893,-1.2608304352657218,0.2073813850247545,-0.012519771710033682,-0.21536699389878958,0.1903274504787222
profile4:surveyyear2010,0.08435464430515119,0.0897946486075495,0.9394172772347044,0.34752536956107205,0.010612289080237444,-0.16538522219055957,0.18660980035103447
profile2:surveyyear2014,-0.05147074171023055,0.07867485435829093,-0.6542209976751797,0.5129752860925412,-0.006286854873921297,-0.1604895694161715,0.1479158596683289
profile3:surveyyear2014,-0.04312834357694824,0.12195391360393129,-0.35364460477271603,0.7236081411687736,-0.0028833333217352206,-0.24191300398544052,0.2361463373419701
profile4:surveyyear2014,0.28607271057644734,0.10596805630308413,2.6996126998709644,0.0069465628258571005,0.023296063200625747,-0.18440132715341914,0.23099345355467063
profile2:surveyyear2018,-0.1339594341575084,0.08286780713654585,-1.6165437313524669,0.10598907284631187,-0.014483671081220721,-0.17690457306885057,0.14793723090640912
profile3:surveyyear2018,-0.34702770398175287,0.1299249781983664,-2.6709852777648275,0.007567656019919646,-0.02076041560399211,-0.2754133728727903,0.23389254166480605
profile4:surveyyear2018,0.06507540143538391,0.10237561610990391,0.6356533314097288,0.5250080571905953,0.005713648272423816,-0.19494255930298784,0.2063698558478355
