term,estimate,std.error,statistic,p.value,std_estimate,std_conf.low,std_conf.high
(Intercept),-0.05867139477863238,0.019233018855754576,-3.0505556729633074,0.0023043545690141047,-0.05867139477863238,-0.09636811173591135,-0.020974677821353413
profile2,-0.17565580111711876,0.07773311821912443,-2.2597292523626398,0.0239101985315847,-0.041295782327466876,-0.19365269403695073,0.111061129382017
profile3,-0.43004771261580377,0.06532445855958023,-6.583257207154221,5.4211374203536835e-11,-0.12365005674197382,-0.25168599551875104,0.004385882034803418
age,-0.1232441063472487,0.01844585036008742,-6.681400094946048,2.8148574123542884e-11,-0.12667229531561103,-0.16282616202138236,-0.09051842860983969
fas,0.06477201074193785,0.018248609282098437,3.5494217526744927,3.9206330735946395e-4,0.06363084665071322,0.027863572457800287,0.09939812084362616
