y.level,term,estimate,std.error,statistic,p.value,odds_ratio,conf.low,conf.high
2,(Intercept),-5.974542072602247,0.320604443228687,-18.63524414208012,1.6639343912150502e-77,0.0025426661767198335,0.0013563923585824984,0.0047664315161665164
2,age,1.2686607331054491,0.1222121920356613,10.38080335499797,3.03212835659054e-25,3.556086822413581,2.798615517093627,4.518574777887382
2,sex,0.7073592529150083,0.17381336323978228,4.069648269443926,4.708416722979392e-5,2.028627087985872,1.44294340834281,2.8520369117153432
2,fas,-0.07528669877943,0.08281774162339742,-0.9090648610268338,0.36331588953908434,0.9274775415282448,0.788510566142494,1.0909360343103192
3,(Intercept),-4.1252345722447386,0.17048333552475436,-24.19728919279474,2.3758189738652438e-129,0.016159703525613918,0.011569512079129514,0.022571048480670822
3,age,0.9949599990676248,0.062428673854092585,15.937548207303445,3.477316108550296e-57,2.7046161519478344,2.393124413838041,3.0566520014918726
3,sex,0.38595178260421936,0.09881239993556465,3.905904348602986,9.38736420361096e-5,1.4710137406529913,1.2120092004279892,1.7853671609306165
3,fas,0.0778353245876302,0.05014684091925372,1.5521481146331908,0.12062678760889922,1.0809446390085773,0.9797552497970162,1.1925848959150345
4,(Intercept),-4.086239520498266,0.190873426682259,-21.408111079288684,1.1227185366087888e-101,0.01680229960822674,0.01155830056150397,0.024425500152237017
4,age,1.3015415112861068,0.0816903105845755,15.932630222266038,3.7619428343686925e-57,3.674957291681468,3.131238153530783,4.313089721538493
4,sex,0.0021263395407384545,0.11103029158762709,0.01915098582858633,0.9847206580648239,1.002128601803822,0.8061438874725244,1.2457599073310734
4,fas,-0.29578337945912747,0.053407554066585816,-5.538231147795307,3.055418333771692e-8,0.7439485651073029,0.6700103054614729,0.8260462011013652
